            RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield
3041,Bavarian Wurst Salad,441,PalatablePastime,,PT10M,PT10M,2008-07-18T00:56:00Z,"I was thinking about making some fleisch salat, but came across recipes similar to these and made it with what I had on hand.",Lunch/Snacks,"c(""red onion"", ""chives"", ""olive oil"", ""tarragon vinegar"", ""dill pickle"", ""German mustard"", ""paprika"")",5.0,1.0,386.3,30.0,5.7,62.4,2136.1,4.8,0.9,2.6,22.1,,
3042,"Apple, Pear and Candied Pecan Salad",6508,DB1971,PT20M,PT10M,PT30M,2008-07-20T03:04:00Z,I got this recipe off a whole foods market website.  It is very light and refreshing.  The recipe as written calls for organic fruits and vegetables.,< 30 Mins,"c(""sugar"", ""cinnamon"", ""pecan halves"", ""bosc pears"", ""fuji apple"", ""green apple"", ""greens"", ""red onion"", ""blue cheese"", ""feta cheese"", ""extra virgin olive oil"", ""raspberry vinegar"", ""sea salt"", ""ground pepper"")",5.0,1.0,413.8,33.5,7.0,16.9,324.9,25.3,5.7,16.3,8.2,,
3043,Easy Spicy Chicken,6096,marianne4,PT40M,PT10M,PT50M,2008-07-21T19:52:00Z,Make and share this Easy Spicy Chicken recipe from Food.com.,One Dish Meal,"c(""chicken pieces"", ""olive oil"", ""ground cumin"", ""ground coriander"", ""sweet potatoes"", ""potatoes"", ""diced tomatoes"")",,,957.3,60.5,16.7,281.7,558.7,27.5,4.7,8.2,72.7,4.0,
3044,Green-Olive Spoon Sweet,4692,ThatSouthernBelle,PT25M,PT48H,PT48H25M,2008-07-22T23:10:00Z,"From Kerasma's Fall 2005 issue of Greek Gourmet Traveler. * * * * * * * * * ***************************************************************************************COOK TIME IS A GUESS! * * * * * * * * * ***************************************************************************************
This recipe is for the traditional Greek &quot;Glyko Koutaliou&quot; or &quot;Spoon Sweet.* * * * * * * * * ***************************************************************************************&quot;This description of what a &quot;spoon sweet&quot; is is from &quot;The World Of Greece: Odyssey&quot; Magazine - May/June 2008 issue. &quot;Syrup-laden baklavas, karydopitta, or even the thicker, cakey ravani-style desserts are served on holidays and special occasions, but the everyday sweet is customarily a spoonful of a glyko koutaliou. To this day, spoon sweets are a traditional offering, literally a sweet welcome for visitors into the Greek home, whether they’ve come for a chat or on a more formal occasion. Spoon sweets are also served at the village kafeneion, a teaspoon-sized serving on a small dish set before the guest or visitor with a glass of iced water and a cup of strong Greek coffee. Traditionally each household put up their own spoon sweets according to the availability of fruit in season. Sweets were made in small quantities, usually to recipes handed down from one generation to the next.&quot; * * * * * * * * * **************************************************************************************
Spoon sweet can be eaten by itself or spooned over yogurt or ice cream.",Dessert,"c(""green olives"", ""sugar"", ""water"", ""lemon, zest of"", ""cardamom pods"")",,,51.2,1.3,0.2,0.0,129.8,10.4,0.3,10.1,0.1,30.0,2 cups
3045,Parmesan Grits,6495,Leslulu,PT15M,PT5M,PT20M,2008-07-22T23:35:00Z,"Only 5 ingredients, easy and delicious. I found this recipe on the epicurious website in 2002.  I think the freshly grated parmesan makes the difference between &quot;good&quot; and &quot;great.&quot;  Also, remember to whisk constantly as it is coming to a boil or it will have lumps.",Grains,"c(""water"", ""milk"", ""quick-cooking grits"", ""salt"", ""parmesan cheese"")",,,237.6,6.3,3.6,19.5,806.3,34.4,0.6,0.4,10.2,4.0,
3046,Cherry Fruit Salad With Yogurt Dressing,3376,dicentra,,PT10M,PT10M,2008-07-23T00:34:00Z,Make and share this Cherry Fruit Salad With Yogurt Dressing recipe from Food.com.,Cherries,"c(""sweet cherries"", ""fresh pineapple"", ""grapefruit"", ""orange"", ""honeydew melon"", ""banana"", ""low-fat vanilla yogurt"")",,,318.4,6.0,1.0,3.1,64.6,65.0,6.8,47.2,8.1,4.0,
3047,Italian-Style Sauce,3914,BamaBelle30,PT45M,PT5M,PT50M,2008-07-23T02:56:00Z,Make and share this Italian-Style Sauce recipe from Food.com.,Sauces,"c(""garlic clove"", ""whole tomatoes"", ""sugar"", ""salt"", ""dried oregano"", ""dried basil"", ""pepper"")",,,174.5,9.3,1.3,0.0,375.0,22.5,6.5,14.8,4.7,,1 2/3 cups
3048,South African  Chocolate Crunchies,6590,karin.beckwith,PT20M,PT10M,PT30M,2008-07-23T19:42:00Z,"They are  crunchy squares with a yummy chocolate topping. They are easy to make and  popular with kids to make and eat. Once made they won't stay around for long. There is a version of these that does not use chocolate but they are not as popular. I have reduced the sugar to 1/2 a cup, if you would like them sweeter use 1 cup of sugar.",Lunch/Snacks,"c(""flour"", ""oats"", ""coconut"", ""sugar"", ""butter"", ""margarine"", ""baking soda"", ""icing sugar"", ""butter"", ""margarine"", ""vanilla"", ""milk"")",3.5,3.0,278.9,14.8,10.3,25.2,178.9,35.6,2.7,19.9,3.2,12.0,24 squares
3049,Risotto Milanese,6127,Chef Char Char,PT30M,PT10M,PT40M,2008-07-24T15:36:00Z,Make and share this Risotto Milanese recipe from Food.com.,Rice,"c(""butter"", ""olive oil"", ""onion"", ""saffron thread"", ""arborio rice"", ""parmesan cheese"", ""butter"")",,,484.4,29.3,13.3,54.0,820.1,42.0,1.5,1.0,12.4,,
3050,Curried Sweet Potato and Roasted Red Pepper Soup,5896,Linda E.,PT40M,PT10M,PT50M,2008-07-24T18:50:00Z,This soup came out delicious! I served it to my husband and some guests and they declared it restaurant quality. It's especially good with some savory crunchy cro&ucirc;tons in it.,Vegetable,"c(""olive oil"", ""sweet potatoes"", ""onion"", ""garlic"", ""ginger"", ""water"", ""cumin"", ""chili powder"")",5.0,1.0,58.8,2.9,0.4,0.0,23.7,7.9,1.3,1.8,0.8,10.0,10 bowls
3051,Anita's Jell-O Mould,352,DrGaellon,PT6H,PT20M,PT6H20M,2008-07-24T18:51:00Z,No idea who Anita might have been... &quot;cooking time&quot; is actually refrigerator (unattended) time.,Gelatin,"c(""raspberry Jell-O gelatin"", ""blueberries"", ""crushed pineapple"", ""sour cream"")",,,173.6,6.1,3.8,12.7,114.8,28.5,0.8,24.8,2.9,16.0,
3052,Tennessee Christmas Cake,1583,Pinay0618,PT1H30M,PT10M,PT1H40M,2008-07-25T01:44:00Z,Make and share this Tennessee Christmas Cake recipe from Food.com.,Dessert,"c(""butter"", ""margarine"", ""sugar"", ""eggs"", ""all-purpose flour"", ""baking soda"", ""sour cream"", ""pecans"", ""butter"", ""margarine"", ""brown sugar"", ""honey"")",,,649.4,32.5,16.0,165.0,210.3,84.9,1.7,61.1,7.8,12.0,
3053,Gyro Burgers With Tzatziki Sauce,5731,BxChick,PT10M,PT20M,PT30M,2008-07-25T01:59:00Z,Make and share this Gyro Burgers With Tzatziki Sauce recipe from Food.com.,Lunch/Snacks,"c(""lean ground beef"", ""dried oregano"", ""feta cheese"", ""onion powder"", ""garlic cloves"", ""tomatoes"", ""cucumber"", ""red onion"", ""lettuce leaf"", ""sour cream"", ""garlic clove"", ""cucumber"", ""of fresh mint"", ""dill"", ""red wine vinegar"")",5.0,2.0,384.9,17.9,8.1,105.5,396.5,20.7,1.8,3.6,34.0,4.0,
3054,Horse Cookies,6628,Hedgren,PT1H,PT30M,PT1H30M,2008-07-25T02:07:00Z,This is a cheap alternative to buying horse cookies and my horse loves them!  Not for human consumption.,Low Cholesterol,"c(""all-purpose flour"", ""oatmeal"", ""brown sugar"", ""egg"", ""applesauce"", ""molasses"", ""hot water"")",4.0,1.0,83.0,1.6,0.2,4.2,4.6,15.2,0.8,3.0,1.9,,50 cookies
3055,Bailey's Irish Cream Brownies,3553,lazyme,PT20M,PT15M,PT35M,2008-07-26T03:13:00Z,I found this recipe several years ago but I don't remember where I got it from. These are really yummy brownies. Time does not include the cooling time.,Dessert,"c(""butter"", ""granulated sugar"", ""eggs"", ""Baileys Irish Cream"", ""flour"", ""salt"", ""Baileys Irish Cream"", ""butter"", ""Baileys Irish Cream"", ""confectioners' sugar"")",5.0,10.0,435.4,20.1,12.2,70.7,114.6,62.7,1.9,53.8,3.6,12.0,
3056,Antipasto Pasta Salad,6631,cw1113,PT15M,PT30M,PT45M,2008-07-27T03:14:00Z,Can't remember where I found this recipe but I always bring it to BBQ's and it's a hit.. easy to make and you can totally customize the ingredients to your liking!,European,"c(""red wine vinegar"", ""garlic clove"", ""Dijon mustard"", ""salt"", ""fresh ground black pepper"", ""extra virgin olive oil"", ""provolone cheese"", ""asiago cheese"", ""fresh basil"", ""fresh ground black pepper"", ""salt"")",3.0,1.0,561.1,30.3,5.0,3.8,596.8,60.3,4.1,1.6,12.4,,
3057,Americanized Spaghetti Fixin's,6599,nc753374,PT1H,PT10M,PT1H10M,2008-07-27T03:16:00Z,Make and share this Americanized Spaghetti Fixin's recipe from Food.com.,< 4 Hours,"c(""ground beef"", ""tomato sauce"", ""tomato paste"", ""fresh onion"", ""sweet bell pepper"", ""fresh mushrooms"", ""ground fennel"")",,,622.9,35.1,13.5,154.6,2069.8,30.6,6.2,16.9,47.8,4.0,
3058,Cheesy Chicken Spaghetti,6633,The Stuebingers,PT20M,PT5M,PT25M,2008-07-28T15:39:00Z,"I got this recipe from my mother- its easy, delicious, and makes great leftovers.  We make a batch and then scoop 1 cup portions into tupperware to take to work all week. 

Its a guaranteed pleaser for even the pickiest eater.  Kids love it too.  Enjoy!",One Dish Meal,"c(""Velveeta reduced fat cheese product"", ""rotel"", ""angel hair pasta"", ""boneless skinless chicken breasts"")",5.0,1.0,324.8,6.0,3.5,46.2,857.2,40.4,1.5,4.6,25.8,10.0,
3059,Traditional Caesar Dressing,6634,Chef Jaybo,,PT10M,PT10M,2008-07-28T16:04:00Z,"I was searching forever for a caesar recipe that was true to the original.  I found it difficult to find a recipe that didn't include something silly like mayonaise or yogurt.  And then when i thought i did find one, they had to ruin it by adding anchovies! (contrary to popular belief, anchovies were not in the original caesar salad, that came years later).  So i had to write my own recipe.  After several attempts, this is what i came up with. I recommend not using a food processor, as it tends to put too much air into the eggs, i have better results with a bowl and a whisk",Salad Dressings,"c(""fresh garlic"", ""parmesan cheese"", ""Worcestershire sauce"", ""creole mustard"", ""extra virgin olive oil"", ""kosher salt"", ""cracked black pepper"")",5.0,1.0,105.1,7.0,3.4,168.3,225.8,3.7,0.1,0.8,7.1,,2 cups
3060,Party Shrimp Ceviche,3511,Transylmania,PT2H,PT20M,PT2H20M,2008-07-28T17:38:00Z,"This is a great ceviche is not particularly authentic dish but rather a composite of an Ecuadorian recipe, my Argentine friend's recipe, and my own tastes. It is always welcome at parties and with cold beer its a match made in heaven. Both refreshing and piquant. The cooking time is chilling time.",Lunch/Snacks,"c(""small shrimp"", ""ketchup"", ""Worcestershire sauce"", ""soy sauce"", ""red onion"", ""garlic cloves"", ""sour dill pickle"", ""cherry tomatoes"", ""grape tomatoes"")",,,163.1,2.1,0.4,172.8,730.4,11.7,1.1,5.6,24.4,,
3061,Teriyaki Sauce,4913,MMinMI,,PT10M,PT10M,2008-07-29T01:38:00Z,"This is a summer favorite in our house.  Picked up this recipe many years ago in Hawaii on a Trilogy Cruise.  I make a batch of this as a marinade, marinade a couple pounds of chicken, cook some on the grill and freeze the rest.  Delicious on the grill!",Low Cholesterol,"c(""fresh garlic"", ""brown sugar"", ""soy sauce"")",5.0,3.0,68.7,0.6,0.1,0.0,2015.1,12.7,0.4,10.2,3.9,8.0,
3062,Tre's Ez Spinach &amp; Chicken Enchiladas,6560,Chief Teer,PT25M,PT35M,PT1H,2008-07-29T17:57:00Z,Make and share this Tre's Ez Spinach &amp; Chicken Enchiladas recipe from Food.com.,Mexican,"c(""chicken broth"", ""onion"", ""garlic clove"", ""spinach"", ""fresh cilantro"", ""salt"", ""pepper"", ""chicken breasts"", ""monterey jack pepper cheese"")",,,1150.2,45.2,15.2,164.3,1745.1,110.6,7.2,4.9,70.9,,12 Enchiladas
3063,Potato Gnocchi Courtesy of Bostonmarket.com,3912,senseicheryl,PT5M,PT10M,PT15M,2008-07-29T18:00:00Z,I received a BJ's Club magazine and cut this recipe from it.  It sounds very easy and wanted to post it here for safekeeping.  My daughter loves Gnocchi!,< 15 Mins,"c(""mashed potatoes"", ""nutmeg"", ""salt"", ""black pepper"", ""parmesan cheese"", ""flour"", ""tomato sauce"")",5.0,3.0,252.4,8.2,4.1,141.9,782.5,32.3,2.3,3.1,12.1,3.0,21 gnocchis
3064,"Miracle Herbal Rub for Bruises, Joint Pain and Inflammation",3828,WI Cheesehead,,PT336H,PT336H,2008-07-29T19:25:00Z,"This is for external use ONLY.  DO NOT use it internally.   DO NOT use on broken skin.  The computer wouldn't accept arnica flowers, but that's what it is.",Homeopathy/Remedies,"c(""cayenne pepper"", ""olive oil"")",,,24.1,2.7,0.4,0.0,0.1,0.1,0.0,0.0,0.0,,20-24 oz
3065,Minced Chicken and Eggplant,6638,Joanne in Raleigh,PT20M,PT15M,PT35M,2008-07-30T01:21:00Z,"Looking for something to do with summer eggplant?  I created this recipe to try and make a more healthful (lower fat, less sugar) recipe than the famous PF Chang chicken and eggplant.

Kids and adults like it.

This recipe easily serves four--with seconds...",Poultry,"c(""gingerroot"", ""yellow miso"", ""mirin"", ""cornstarch"", ""minced garlic cloves"", ""chicken breast"", ""eggplants"", ""whole green onions"", ""coconut oil"", ""olive oil"", ""beef broth"", ""chicken broth"")",,,374.7,21.4,7.0,72.7,184.7,20.7,10.5,7.2,27.5,4.0,4 cups
3066,Mom's Pot Roast,4303,Chihuahua Girl,PT1H,PT15M,PT1H15M,2008-07-30T01:39:00Z,This is my mother's recipe for the easiest and best pot roast.  It yields great flavor with plenty bread-dipping gravy.,Meat,"c(""london broil beef"", ""onion"", ""garlic cloves"", ""paprika"", ""water"", ""broth"", ""potatoes"", ""Wondra Flour"")",,,857.9,25.1,10.3,221.1,307.6,75.3,9.4,9.4,81.0,,
3067,Iced Banana &amp; Pecan Cake,6052,Pink Penguin,PT40M,PT20M,PT1H,2008-07-30T20:10:00Z,"Using parsnip rather than the traditional carrot. 
Lovely cake can be eaten with or without the icing.",Dessert,"c(""parsnips"", ""bananas"", ""self raising flour"", ""baking powder"", ""cinnamon"", ""light muscovado sugar"", ""unsalted butter"", ""pecan halves"", ""eggs"", ""cream cheese"", ""maple syrup"")",,,302.8,18.1,7.5,62.7,117.5,31.8,2.1,12.3,5.0,12.0,
3068,Grilled Stuffed Plantains,1522,Chef Jean,PT30M,PT10M,PT40M,2008-07-30T20:19:00Z,"Plantains are brown when ripe, don't try to use the green or yellow ones for this. Instead of grilling you can also roast these in the oven the entire time instead of just at the end.",< 60 Mins,"c(""plantains"", ""olive oil"", ""mozzarella cheese"", ""black pepper"")",4.0,1.0,680.0,39.6,17.1,89.7,719.8,59.9,4.3,28.0,27.6,4.0,4 appetizers
3069,Pizza Chicken Casserole,3553,lazyme,PT35M,PT15M,PT50M,2008-07-30T20:23:00Z,Make and share this Pizza Chicken Casserole recipe from Food.com.,Chicken Breast,"c(""boneless skinless chicken breasts"", ""mozzarella cheese"", ""spaghetti"", ""butter"")",5.0,1.0,708.4,49.1,21.7,202.1,1678.7,11.3,2.2,2.5,52.8,4.0,
3070,Chocolate Fudge Drops With Frosting,1448,pines506,PT12M,PT15M,PT27M,2008-07-31T00:44:00Z,Make and share this Chocolate Fudge Drops With Frosting recipe from Food.com.,Drop Cookies,"c(""all-purpose flour"", ""double-acting baking powder"", ""baking soda"", ""butter"", ""regular margarine"", ""light brown sugar"", ""egg"", ""vanilla extract"", ""milk"", ""confectioners' sugar"", ""vanilla extract"")",,,646.4,25.2,15.2,53.1,208.0,102.5,4.4,74.6,6.7,,10 cookies
3071,Mexican Pizza,6646,yodakat,PT30M,PT17M,PT47M,2008-07-31T13:51:00Z,Make and share this Mexican Pizza recipe from Food.com.,< 60 Mins,"c(""ground beef"", ""corn tortillas"", ""cheddar cheese"", ""sour cream"", ""plum tomatoes"", ""green onions"", ""diced green chilies"", ""avocado"", ""black olives"")",5.0,1.0,744.6,49.8,22.9,149.2,1291.3,31.7,9.3,3.8,43.8,4.0,
3072,Easy Low Fat  Zucchini Parmesan,2169,Annacia,PT4M,PT12M,PT16M,2008-07-31T16:08:00Z,"This quick and healthy snack or side dish tastes like gormet, but just takes minutes to prepare! And as a bonus, it's an easy way to get the kids to eat their vegetables.",Lunch/Snacks,"c(""zucchini"", ""parmesan cheese"")",4.5,7.0,41.4,1.6,0.9,4.4,88.8,4.4,1.4,2.2,3.4,1.0,
3073,Pork Loin With Roasted Garlic Vinaigrette,6624,Asheats,PT1H10M,PT15M,PT1H25M,2008-08-03T19:56:00Z,"This meal is simple enough to make any night of the week, yet its beautiful enough for company. The roasted garlic vinaigrette also makes the perfect salad dressing, yummy!!",Pork,"c(""salt"", ""pepper"", ""garlic"", ""fresh parsley"", ""extra virgin olive oil"", ""sugar"", ""salt"", ""pepper"", ""water"")",5.0,2.0,910.1,69.5,18.4,181.4,1295.2,7.5,0.5,0.9,61.5,6.0,
3074,Pasta With Red Kidney Beans,4793,cricketbird,PT20M,PT5M,PT25M,2008-08-05T18:30:00Z,"This recipe is a favorite!  Very quick for those days when you get out of work late.  I got this years ago from the back of a Ronzoni pasta box.  Now I use Barilla Plus multi grain pasta.  Taste the pasta from time to time, the Barilla seems to take a bit longer than the regular elbow noodles.  So good!  Tastes fantastic with corn bread on the side.",One Dish Meal,"c(""stewed tomatoes"", ""dark red kidney beans"", ""water"", ""dried parsley"", ""garlic powder"", ""ground black pepper"", ""dried thyme"", ""elbow macaroni"")",5.0,6.0,773.0,3.4,0.6,0.0,509.0,152.0,21.9,12.8,36.0,,
3075,"Chicken Salad, Strawberry Vinaigrette Plus",36,Bergy,PT16M,PT30M,PT46M,2008-08-06T02:10:00Z,"Refreshing, tasty Summer salad. Use a light flavor oil so it does not  
overwhelm the strawberry flavor of the vinaigrette.     . Feel free to use your imagination with this salad - add a few fresh strawberries ontop of the salad, perhaps some pecans sprinkled on top. If you have left over cooked chicken save yourself some extra effort use it. If you keep the  vinaigrette in the fridge bring it to room temp before using.",Lunch/Snacks,"c(""boneless skinless chicken breasts"", ""whole wheat flour"", ""cayenne"", ""butter"", ""fresh spinach"", ""lettuce"", ""feta cheese"", ""sweet onion"", ""fresh blueberries"", ""fresh strawberries"", ""tarragon"", ""Splenda sugar substitute"")",4.0,3.0,322.2,15.7,8.2,75.2,518.8,24.1,4.5,10.2,23.2,4.0,
3076,Fudgy Peanut Butter Swirl Cake,2472,LUv 2 BaKE,PT25M,PT15M,PT40M,2008-08-06T03:43:00Z,A plain white cake from a mix can be boring. This cake is anything but boring! The richness of peanut butter combined with fudgy chocolate and topped off with chocolate sauce is divine. The espresso adds to the richness of the chocolate flavour and the applesauce creates a moist cake without extra added fat.,Dessert,"c(""peanut butter"", ""applesauce"", ""milk"", ""applesauce"", ""brewed coffee"")",5.0,2.0,65.6,4.0,1.0,0.5,50.8,6.2,1.2,0.7,2.9,,
3077,Strawberry Cheesecake Jello Trifle,919,Marla Swoffer,PT1M,PT1M,PT2M,2008-08-06T03:55:00Z,"Layers of of graham crackers, mascarpone cheese, and fresh
strawberries topped with jello and whipped cream. This no bake dessert
looks as good as it tastes.  Created for RSC #12.",Dessert,"c(""graham cracker"", ""mascarpone cheese"", ""vanilla extract"", ""powdered sugar"", ""strawberry"", ""sugar"", ""strawberry Jell-O gelatin dessert"", ""water"")",4.0,2.0,1612.0,36.6,17.9,91.2,1092.5,309.2,12.1,236.4,19.5,,1 bowl
3078,Blueberry Coffee Cake,6017,peglegmeg,PT40M,PT15M,PT55M,2008-08-07T00:50:00Z,Make and share this Blueberry Coffee Cake recipe from Food.com.,Breads,"c(""whole wheat flour"", ""flour"", ""oats"", ""brown sugar"", ""baking powder"", ""salt"", ""cinnamon"", ""ground cloves"", ""skim milk"", ""eggs"", ""applesauce"", ""blueberries"")",3.0,1.0,159.0,1.6,0.4,18.0,211.2,31.9,2.6,10.1,5.2,24.0,24 pieces
3079,Peanutty Noodles (Cooking Light),4378,Lakerdog2,PT15M,PT10M,PT25M,2008-08-07T01:47:00Z,Make and share this Peanutty Noodles (Cooking Light) recipe from Food.com.,< 30 Mins,"c(""carrots"", ""fresh ginger"", ""garlic cloves"", ""peanut butter"", ""low sodium soy sauce"", ""rice vinegar"", ""white wine vinegar"", ""salt"", ""red bell peppers"", ""snow peas"", ""fresh cilantro"")",5.0,1.0,377.4,11.4,2.2,0.0,427.9,55.5,6.3,7.0,14.8,8.0,8 cups
3080,Frosted Sugar-'n'-Spice Cookies,4100,Little Suzy Homemak,PT10M,PT1H,PT1H10M,2008-08-07T23:36:00Z,Make and share this Frosted Sugar-'n'-Spice Cookies recipe from Food.com.,Dessert,"c(""all-purpose flour"", ""baking powder"", ""baking soda"", ""ground cinnamon"", ""salt"", ""ground nutmeg"", ""butter"", ""granulated sugar"", ""brown sugar"", ""cream cheese"", ""orange zest"", ""vanilla extract"", ""butter"", ""salt"", ""powdered sugar"", ""milk"")",,,157.1,5.7,3.5,27.6,104.8,25.6,0.2,18.7,1.5,30.0,2 1/2 dozen
3081,Smoked Turkey Quesadillas,4378,Lakerdog2,PT4M,PT15M,PT19M,2008-08-08T02:23:00Z,Make and share this Smoked Turkey Quesadillas recipe from Food.com.,Lunch/Snacks,"c(""avocado"", ""cream cheese"", ""reduced-fat cream cheese"", ""cumin"", ""garlic powder"", ""salt"", ""pepper"", ""sun-dried tomato packed in oil"", ""green chilies"", ""monterey jack pepper cheese"", ""monterey jack cheese"", ""flour tortillas"", ""cheddar cheese"", ""butter"", ""margarine"", ""sliced ripe olives"")",,,1364.4,69.7,32.4,153.6,2892.7,130.1,11.8,6.9,56.2,4.0,4 Quesadilla
3082,Chef-Boy-I-Be-Illinois' Fettuccine With Squash Ribbons,3724,Chef-Boy-I-Be Illin,PT15M,PT15M,PT30M,2008-08-08T13:46:00Z,"Cyndy, the wife of our consumer supported agriculture (CSA) farmer Bob, inspired this innovative use of the abundance of summer squash.  Easy to prepare, doesn't heat the kitchen up, and it's delicious.  Use a sharp vegetable peeler to make thin squash ribbons, about a half-inch wide. Peel, then rotate the squash so strips are about the same width. Stop when you hit the rough seeds. The hot fettuccine and sauteed grape tomatoes will heat and slightly soften the squash.",Vegetable,"c(""zucchini"", ""olive oil"", ""garlic cloves"", ""fresh basil"", ""parmigiano-reggiano cheese"")",,,490.3,13.9,3.8,75.6,673.4,74.9,1.7,3.8,23.0,4.0,
3083,Cooked Potato Salad Dressing,5561,Angelena,,PT10M,PT10M,2008-08-08T18:43:00Z,Make and share this Cooked Potato Salad Dressing recipe from Food.com.,Salad Dressings,"c(""sugar"", ""flour"", ""salt"", ""dry mustard"", ""eggs"", ""vinegar"", ""water"", ""butter"")",,,184.8,3.7,1.7,75.6,425.4,35.5,0.1,33.5,2.5,,
3084,Tuscan Style Braised Pork,3836,Mama Cee Jay,PT3H,PT15M,PT3H15M,2008-08-08T19:56:00Z,"This recipe is based upon my recollection of Marlena De Blasi's Tuscan Wild Boar recipe in her book &quot;A Thousand Days in Tuscany.&quot;  (My copy of that book is currently packed up, so I couldn't consult it.)  Also, I made modifications based upon what I had on hand.  This is a great dish to serve to a hungry crowd of meat eaters!  Please note that prep time does not include time to marinate meat which can vary according to your needs or preferences.",< 4 Hours,"c(""clove"", ""black peppercorns"", ""dried rosemary"", ""dried garlic"", ""coarse sea salt"", ""olive oil"", ""chicken broth"", ""tomato sauce"", ""red wine vinegar"", ""water"")",5.0,2.0,609.3,46.0,15.0,161.0,1667.9,2.2,0.7,1.1,41.0,,
3085,Tropical Breeze Cocktail,4449,Mandy,,PT3M,PT3M,2008-08-11T01:55:00Z,"I found this on Taste.com.au, so yummy and it's gotta be healthy too right cause it's got fruit in it? :wink:",Beverages,"c(""rum"", ""cantaloupes"", ""cantaloupe"")",5.0,1.0,213.8,0.5,0.1,0.0,24.8,35.3,1.5,29.3,1.8,4.0,
3086,Orange-Berry Fizz,6026,KateL,,PT3M,PT3M,2008-08-11T02:14:00Z,Entered for safe-keeping. This can be made &quot;virgin&quot; by replacing the vodka and club soda with lemon-lime soda.  From Woman's World 6/30/08.,Punch Beverage,"c(""Absolut mandarin vodka"", ""raspberries"")",5.0,1.0,123.6,0.8,0.4,0.0,23.7,12.8,1.2,10.2,0.5,2.0,1 cup
3087,Peach Upside Down Muffins,601,Amy020,PT25M,PT20M,PT45M,2008-08-11T19:37:00Z,"I've long been a fan of Peach Upside Down Cake, so when I found this recipe on the web, I had to try it. They're cooling right now and I can't wait to dig in! 

NOTE: I halved the butter and brown sugar as an easy way to cut some fat and calories. I had a little trouble getting them out of the pan and some of the peaches slipped off and had to be put back on, but there doesn't seem to be a significant compromise to the muffin. I'm interested if the results differ if you use all the butter and brown sugar that's called for. Also, you could easily  stretch more than 12 muffins out of this recipe.",Dessert,"c(""all-purpose flour"", ""granulated sugar"", ""baking powder"", ""salt"", ""eggs"", ""milk"", ""butter"", ""brown sugar"", ""maraschino cherries"")",5.0,4.0,476.9,21.8,11.1,74.5,350.4,68.4,1.8,50.1,4.7,12.0,12 muffins
3088,Fruity Berry Pizza Pie,3848,Crafty Lady 13,PT12M,PT10M,PT22M,2008-08-12T00:57:00Z,"An easy to make dessert using refrigerated pie crust topped with a cream cheese spread and covered with mandarin oranges, strawberries, kiwi, raspberries and blueberries.  I got this recipe from the Pogo game site.",Dessert,"c(""cream cheese"", ""white sugar"", ""mandarin oranges"", ""fresh strawberries"", ""kiwi fruits"", ""fresh raspberry"", ""fresh blueberries"")",,,373.4,20.8,10.6,41.6,251.0,44.7,5.1,26.5,5.4,,
3089,Zucchini Muffins,5292,MichiganSuperstar,PT15M,PT15M,PT30M,2008-08-12T02:45:00Z,"This is just your basic zucchini muffin recipe, but I adapted it to make it lower in fat.  My kids love this.",Breads,"c(""Egg Beaters egg substitute"", ""vanilla extract"", ""ground cinnamon"", ""ground nutmeg"", ""all-purpose flour"", ""applesauce"", ""zucchini"", ""sugar"", ""baking soda"", ""salt"", ""baking powder"")",,,107.0,0.2,0.0,0.0,135.1,25.1,0.7,13.6,1.4,30.0,30 muffins
3090,Fudge Brownies,4982,LindaMarie40,PT20M,PT15M,PT35M,2008-08-12T13:11:00Z,Make and share this Fudge Brownies recipe from Food.com.,Dessert,"c(""flour"", ""baking powder"", ""baking soda"", ""salt"", ""chocolate chips"", ""vanilla"", ""canola oil"", ""banana"", ""sugar"", ""soya milk"", ""ground flax seeds"")",,,207.8,9.6,1.7,0.0,71.7,30.2,2.3,17.1,2.9,8.0,16 squares
3091,Fabulous French Dressing,94,mkorte33,,PT7M,PT7M,2008-08-12T14:22:00Z,Make and share this Fabulous French Dressing recipe from Food.com.,Salad Dressings,"c(""salt"", ""fresh ground pepper"", ""paprika"", ""dry mustard"", ""granulated sugar"", ""Worcestershire sauce"", ""Dijon mustard"", ""garlic clove"", ""malt vinegar"", ""canola oil"")",,,1568.2,174.9,12.4,0.0,1928.9,4.5,0.5,2.4,0.6,,1 1/4 cups
3092,Cheesy Corn Dog Bake,4577,cookinforusinTN,PT40M,PT10M,PT50M,2008-08-12T16:53:00Z,"I adopted this recipe from Kraft. My kids love corn dogs but as they've gotten older it has become quite a pricey meal so this is a very budget friendly alternative.  I serve it with fries, slaw &amp; baked beans for a complete meal.",Meat,"""American cheese""",5.0,1.0,470.7,25.9,10.4,38.7,1387.7,45.5,3.9,13.8,13.5,4.0,
